name,genre,type,community_rating
sekaiichi hatsukoi movie yokozawa takafumi no baai,"Comedy, Drama, Romance, Shounen Ai",Movie,7.693520313489161
ano hi mita hana no namae wo bokutachi wa mada shiranai movie,"Drama, Slice of Life, Supernatural",Movie,8.033686869808879
dennou coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,8.000398817649378
eureka seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,8.124282990518028
ghost in the shell stand alone complex  the laughing man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,7.660181078340157
gintama dai hanseikai,"Action, Comedy, Parody, Samurai",Special,7.513227043867945
hidamari sketch sae hiro sotsugyouhen,"Comedy, School, Slice of Life",OVA,7.128162026198469
hikaru no go,"Comedy, Game, Shounen, Supernatural",TV,7.981403173209065
kimi ni todoke,"Romance, School, Shoujo, Slice of Life",TV,8.138665440625143
kokoro connect michi random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8.049457525186536
tokyo magnitude 80,Drama,TV,8.064886875948156
cardcaptor sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,8.094680932280577
ef a tale of melodies,"Drama, Mystery, Romance, Supernatural",TV,8.036153153105568
gin no saji,"Comedy, School, Shounen, Slice of Life",TV,8.050575139982586
hachimitsu to clover,"Comedy, Drama, Josei, Romance",TV,8.063864147122898
kodomo no omocha tv,"Comedy, Drama, Romance, Shoujo",TV,7.744330400786451
love live the school idol movie,"Music, School, Slice of Life",Movie,7.837974041911475
mahoutsukai no yome hoshi matsu hito,"Fantasy, Magic",OVA,7.871992108807777
sekaiichi hatsukoi ova,"Comedy, Drama, Romance, Shounen Ai",OVA,7.815827099417405
working,"Comedy, Romance, Slice of Life",TV,7.999649321049158
black lagoon,"Action, Seinen",TV,8.122703867221528
detective conan movie 18 the sniper from another dimension,"Action, Mystery, Police, Shounen",Movie,7.421250377141771
final fantasy vii advent children complete,"Action, Fantasy, Super Power",OVA,7.9831326318997595
higurashi no naku koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,8.126156339928961
hyouka,"Mystery, School, Slice of Life",TV,8.12762109187546
interstella5555 the 5tory of the 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,7.774663419795459
kanon 2006,"Drama, Romance, Slice of Life, Supernatural",TV,8.076293523193593
kimi ni todoke 2nd season,"Romance, School, Shoujo, Slice of Life",TV,8.08078713840122
noragami,"Action, Adventure, Shounen, Supernatural",TV,8.13917867494064
persona 3 the movie 4 winter of rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,7.460900102918236
xxxholic shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,7.845532818786272
zetsuen no tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,8.109945028077544
aria the origination sono choppiri himitsu no basho ni,"Comedy, Shounen, Slice of Life",Special,7.409021348079332
detective conan movie 03 the last wizard of the century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,7.716398078665199
detective conan movie 04 captured in her eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,7.69939803940456
dragon ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,8.110602949264397
hanada shounenshi,"Comedy, Drama, Slice of Life, Supernatural",TV,7.140508631150679
junjou romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,7.833929786649584
juuni kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,7.948677159328911
major movie yuujou no winning shot,"Action, Shounen, Sports",Movie,7.330887974209673
mirai shounen conan,"Adventure, Drama, Sci-Fi",TV,7.516998926340296
one piece film strong world episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,7.788732382494998
phantom requiem for the phantom,"Action, Drama, Seinen, Thriller",TV,8.064593927002994
tamako love story,"Comedy, Romance, Slice of Life",Movie,7.9642689736951935
toaru kagaku no railgun s,"Action, Sci-Fi, Super Power",TV,8.050272405107677
touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,7.438405418099739
yowamushi pedal,"Comedy, Drama, Shounen, Sports",TV,8.000130261631467
akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,8.079057347005861
black lagoon roberta1s blood trail,"Action, Seinen",OVA,8.014001234753733
durararax2 shou,"Action, Mystery, Supernatural",TV,8.0696071263591
gintama jump festa 2015 special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,7.229942055005226
highspeed free starting days,"School, Slice of Life, Sports",Movie,7.676495665307312
kyou kara ore wa,"Comedy, Shounen",OVA,7.231580579523801
nurarihyon no mago sennen makyou,"Action, Demons, Shounen, Supernatural",TV,7.962062224743089
paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,8.05746217692518
prince of tennis the national tournament finals,"Comedy, School, Shounen, Sports",OVA,7.625374040881135
school rumble ni gakki,"Comedy, Romance, School, Shounen",TV,7.994102987359781
sekaiichi hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,7.996682009223584
akagami no shirayukihime 2nd season,"Drama, Fantasy, Romance, Shoujo",TV,7.964033694821135
clannad mou hitotsu no sekai tomoyohen,"Drama, Romance, School, Slice of Life",Special,8.04644707402912
ginga nagareboshi gin,"Action, Adventure, Drama, Shounen",TV,7.346491069890693
initial d fifth stage,"Action, Cars, Drama, Seinen, Sports",TV,7.700546486776098
kon,"Comedy, Music, School, Slice of Life",TV,8.077854537998315
log horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,8.099923649922635
sekaiichi hatsukoi valentinehen,"Comedy, Romance, Shounen Ai",Movie,7.446220943282438
slayers next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,7.817540897793869
aria the ova arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,7.604839875931481
detective conan movie 15 quarter of silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,7.536496849792276
digimon adventure tri 3 kokuhaku,"Action, Adventure, Comedy, Drama",Movie,7.611050297213417
gintama nanigoto mo saiyo ga kanjin nano de tasho senobisuru kurai ga choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,7.722670512267193
igano kabamaru,"Adventure, Comedy, Romance, Shounen",TV,7.041692831893828
kamisama hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,8.050651215746186
kara no kyoukai mirai fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,7.8179187125456
mobile suit gundam the 08th ms team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,7.767912746912006
omae umasou da na,"Action, Adventure, Fantasy, Kids",Movie,7.148644126461101
ushio to tora tv 2nd season,"Comedy, Demons, Shounen, Supernatural",TV,7.83398795457608
wolf1s rain ova,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,7.794816539670942
ajin 2nd season,"Action, Horror, Mystery, Seinen, Supernatural",TV,7.861870027907796
aoki hagane no arpeggio ars nova cadenza,"Action, Sci-Fi, Seinen",Movie,7.399861650360946
city hunter 2,"Action, Comedy, Mystery, Shounen",TV,7.230393334906571
durararax2 ten,"Action, Mystery, Supernatural",TV,8.009381181522627
ef a tale of memories,"Drama, Mystery, Romance",TV,8.022195847929861
ghost in the shell 20,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,7.863585499294125
ghost in the shell stand alone complex 2nd gig  individual eleven,"Action, Mecha, Sci-Fi",Special,7.517577901092215
ginga sengoku gunyuuden rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,7.056160365000393
initial d second stage,"Action, Cars, Drama, Seinen, Sports",TV,7.835920676358963
kami nomi zo shiru sekai ii,"Comedy, Harem, Romance, Shounen, Supernatural",TV,8.042929542866954
noragami aragoto ova,"Action, Adventure, Shounen",OVA,7.887454435904673
stand by me doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,7.084501361541102
tiger amp bunny,"Action, Comedy, Mystery, Super Power",TV,7.9816787325397325
yahari ore no seishun love comedy wa machigatteiru,"Comedy, Drama, Romance, School",TV,8.076779291352384
fullmetal alchemist brotherhood specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,7.90837490341369
hanamonogatari,"Comedy, Mystery, Supernatural",TV,7.993810309350008
kimi to boku 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,7.82103899046172
ookiku furikabutte,"Comedy, Sports",TV,7.845676914376664
ore monogatari,"Comedy, Romance, Shoujo",TV,8.035773437831194
tamayura sotsugyou shashin part 4  ashita,"Comedy, Drama, Slice of Life",Movie,6.872604679412246
tekkon kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,7.8286132059593445
there she is,"Comedy, Romance",ONA,7.442614723267094
xxxholic,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,8.012642714160428
byousoku 5 centimeter,"Drama, Romance, Slice of Life",Movie,8.053478755300853
danganronpa 3 the end of kibougamine gakuen  kibouhen,"Action, Horror, Mystery, Psychological",Special,7.706456373288285
ginga eiyuu densetsu gaiden rasen meikyuu,"Drama, Military, Sci-Fi, Space",OVA,7.1961679666630225
hyouge mono,"Historical, Samurai, Seinen",TV,7.328222224045906
karigurashi no arrietty,Fantasy,Movie,7.955496988234035
mahou shoujo lyrical nanoha a1s,"Action, Comedy, Drama, Magic, Super Power",TV,7.796619405290993
rurouni kenshin meiji kenkaku romantan  seisouhen,"Drama, Historical, Romance, Samurai, Shounen",OVA,7.836631014103091
tanakakun wa itsumo kedaruge,"Comedy, School, Slice of Life",TV,7.959964284469173
berserk ougon jidaihen ii  doldrey kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,7.887572047519768
darker than black kuro no keiyakusha gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,7.984086416104148
elsword el lady,"Action, Fantasy",ONA,6.936317253009309
ginga eiyuu densetsu waga yuku wa hoshi no taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,7.461187225665557
hikaru no go journey to the north star cup,"Game, Shounen",Special,7.429738509367595
hybrid child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,7.655506301889903
isekai no seikishi monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,7.900740274784235
junjou romantica ova,"Comedy, Drama, Romance, Shounen Ai",OVA,7.617653642143385
kobato,"Comedy, Drama, Fantasy",TV,7.933357339548054
kuuchuu buranko,"Comedy, Drama, Psychological, Seinen",TV,7.787497805700372
macross do you remember love,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,7.552595516250333
one piece 3d2y ace no shi wo koete luffy nakama tono chikai,"Adventure, Comedy, Fantasy, Shounen",Special,7.704207339382291
prince of tennis the national tournament,"Action, Comedy, Shounen, Sports",OVA,7.644638625993438
prince of tennis the national tournament semifinals,"Action, Comedy, Sports",OVA,7.586728129109004
eyeshield 21,"Action, Comedy, Shounen, Sports",TV,7.9153914904004345
full moon wo sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,7.85733713728291
grisaia no rakuen,"Drama, Harem, Psychological, Romance",TV,7.953778224665575
jigoku shoujo futakomori,"Horror, Mystery, Psychological, Supernatural",TV,7.908325433776236
junjou romantica,"Comedy, Drama, Romance, Shounen Ai",TV,7.959672928148448
mawaru penguindrum,"Comedy, Drama, Mystery, Psychological",TV,7.987758322084547
sket dance ova,"Comedy, School, Shounen",OVA,7.343033572867075
soul eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,8.054009065149865
trigun badlands rumble,"Action, Comedy, Sci-Fi",Movie,7.882596583298179
haibane renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,7.953006461222353
kuroko no basket tip off,"Comedy, School, Shounen, Sports",Special,7.772601158841912
macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,7.7858983985780785
mirai nikki tv,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,8.047153158658789
saiyuuki reload burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,7.118498353705929
tentai senshi sunred 2nd season,"Comedy, Parody, Seinen, Super Power",TV,6.984961398288153
terra e tv,"Action, Drama, Military, Sci-Fi, Space",TV,7.741709987234789
tokyo ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,8.045728337199579
usagi drop specials,"Josei, Slice of Life",Special,7.737481293069837
yumeiro pâtissière,"Kids, School, Shoujo",TV,7.741568403583275
azumanga daioh,"Comedy, School, Slice of Life",TV,7.9760752916362865
colorful movie,"Drama, Slice of Life, Supernatural",Movie,7.851845579346648
detective conan ova 09 the stranger in 10 years,"Adventure, Comedy, Mystery, Police, Shounen",OVA,7.267614027210282
drifters special edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,7.274114389811569
flcl,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,8.011890365928748
full metal panic the second raid,"Action, Mecha, Military",TV,7.968150486657631
kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,8.025153930611943
love live school idol project 2nd season,"Music, School, Slice of Life",TV,7.910605951101699
macross f movie 2 sayonara no tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,7.505135200988702
magi sinbad no bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,7.815094219593729
nekomonogatari kuro,"Comedy, Romance, Supernatural",TV,7.977160653621562
saiunkoku monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,7.80941797145505
school rumble,"Comedy, Romance, School, Shounen",TV,7.97949109681484
strike the blood ii,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,7.650731907407714
suzumiya haruhi no yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,8.02544429993875
flanders no inu movie,"Drama, Historical",Movie,7.212399662978662
golden boy,"Adventure, Comedy, Ecchi",OVA,7.927204192466271
grisaia no meikyuu caprice no mayu 0,Drama,Special,7.860778105315891
kaleido star,"Comedy, Drama, Fantasy, Shoujo",TV,7.759093202873377
kara no kyoukai 4 garan no dou,"Action, Mystery, Supernatural, Thriller",Movie,7.91695066161686
lupin iii vs detective conan the movie,"Action, Comedy, Mystery, Shounen",Movie,7.277604659945096
non non biyori,"Comedy, School, Seinen, Slice of Life",TV,7.944760810672303
seitokai yakuindomo ova,"Comedy, School, Shounen, Slice of Life",OVA,7.630007068402603
yakitate japan,"Comedy, Shounen",TV,7.800673360204393
beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,7.974213169374664
death billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,7.8978403046115355
durarara specials,"Action, Comedy, Supernatural",Special,7.907205379873227
jormungand perfect order,"Action, Adventure, Seinen",TV,7.876472180077138
mahou shoujo lyrical nanoha the movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,7.539862917344937
overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,7.981088452070465
prince of tennis,"Action, Comedy, School, Shounen, Sports",TV,7.886058572420807
takarajima,"Adventure, Drama, Historical, Mystery",TV,7.0272554473725055
xxxholic movie manatsu no yoru no yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,7.746919669564132
yuru yuri sanhai,"Comedy, School, Shoujo Ai, Slice of Life",TV,7.762110938271933
boruto naruto the movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,7.853484225042734
coquelicotzaka kara,"Historical, Romance, School, Shoujo",Movie,7.783041687136622
eikoku koi monogatari emma moldershen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,7.334524871126185
ergo proxy,"Mystery, Psychological, Sci-Fi",TV,7.975884008291872
hanasaku iroha,"Comedy, Drama, Seinen, Slice of Life",TV,7.937082023621302
hataraku maousama,"Comedy, Demons, Fantasy, Romance, Shounen",TV,7.99450914752508
hibike euphonium,"Drama, Music, School",TV,7.926962358895924
higashi no eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,7.978076299433554
ie naki ko remi,"Adventure, Drama, Historical, Slice of Life",TV,7.100610922205794
kono subarashii sekai ni shukufuku wo,"Adventure, Comedy, Fantasy, Supernatural",TV,7.971601199810367
kurenai no buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,7.852084464102859
mobile suit zeta gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,7.643335237628105
prison school,"Comedy, Ecchi, Romance, School, Seinen",TV,7.96738035030491
saint seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,7.844370758733325
sayonara zetsubou sensei,"Comedy, Parody, School",TV,7.9492725081951185
seto no hanayome ova,"Comedy, Parody, Romance, School",OVA,7.671467511895205
zoku sayonara zetsubou sensei,"Comedy, Parody, School",TV,7.852110034946292
akachan to boku,"Comedy, Drama, Shoujo",TV,7.1911761848686275
clannad after story  mou hitotsu no sekai kyouhen,"Drama, Romance, School",Special,7.920160084075382
hakuouki movie 2 shikon soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,7.246016529309623
kara no kyoukai 2 satsujin kousatsu zen,"Action, Mystery, Romance, Supernatural, Thriller",Movie,7.900856743854512
macross f,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,7.879452622259826
magic kaito,"Adventure, Comedy, Romance, Shounen",Special,7.6181692800329674
sakigake cromartie koukou,"Comedy, School, Shounen",TV,7.827605083600854
shijou saikyou no deshi kenichi ova,"Action, Comedy, Martial Arts, School, Shounen",OVA,7.581034002015788
